Name,Taxon_ID,Accession_Number,Length
Aeromonas sp. ASNIH5,1758179,AUT42248.1,433
Aeromonas veronii,654,PNW66799.1,432
Aeromonas caviae,648,PNO59544.1,433
Aeromonas caviae,648,PNO55221.1,433
Aeromonas salmonicida,645,PMU07056.1,432
Klebsiella quasipneumoniae,1463165,WP_101881484.1,119
Klebsiella quasipneumoniae,1463165,PLJ70206.1,119
Klebsiella quasipneumoniae,1463165,PLF81785.1,119
Aeromonas sobria,646,WP_101348166.1,432
Aeromonas sobria,646,WP_101325922.1,432
Aeromonas sobria,646,WP_101315757.1,432
Aeromonas sobria,646,PKQ82664.1,432
Aeromonas sobria,646,PKQ73851.1,432
Aeromonas sobria,646,PKQ72180.1,432
Betaproteobacteria bacterium HGW-Betaproteobacteria-17,2013708,PKO73709.1,125
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-24,2013752,PKN14227.1,199
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-7,2013757,PKN05834.1,151
Methanomicrobiales archaeon HGW-Methanomicrobiales-4,2013820,PKL59103.1,164
Escherichia coli,562,PKD78466.1,82
Aeromonas lusitana,931529,WP_100858637.1,432
Aeromonas veronii,654,WP_100652741.1,432
Aeromonas veronii,654,WP_100645049.1,432
Aeromonas salmonicida subsp. salmonicida,29491,PJZ14449.1,432
Aeromonas veronii,654,ATY79790.1,432
Aeromonas veronii,654,ATY76232.1,432
Aeromonas cavernicola,1006623,WP_100295042.1,426
Aeromonas cavernicola,1006623,PJG57811.1,426
Aeromonas lusitana,931529,PJC94417.1,432
Aeromonas salmonicida,645,WP_099991543.1,432
Hydrogenophilales bacterium CG18_big_fil_WC_8_21_14_2_50_58_12,1974036,PIQ12632.1,155
Aeromonas salmonicida,645,ATU96462.1,432
Methylobacterium frigidaeris,2038277,PIK68852.1,204
Aeromonas salmonicida subsp. pectinolytica 34mel,1324960,ATP08096.1,432
Aeromonas sp. CA23,2033032,WP_098982126.1,432
Aeromonas sp. CU5,2033033,WP_098970650.1,432
Aeromonas sp. CA23,2033032,ATL98455.1,432
Aeromonas sp. CU5,2033033,ATL93789.1,432
Microbulbifer sp. WRN-8,1781068,PCO04645.1,397
Aeromonas salmonicida,645,WP_096119889.1,432
Aeromonas salmonicida,645,PBO06857.1,432
Achromobacter xylosoxidans,85698,WP_104414149.1,654
Pseudomonas monteilii,76759,AVH36022.1,648
Pseudomonas sp. AP3_16,2011015,PPK35098.1,648
Achromobacter spanius,217203,WP_104145899.1,650
Achromobacter spanius,217203,WP_104145897.1,655
Aeromonas jandaei,650,WP_104014513.1,641
Pseudomonas sp. SWI36,2083052,AVD92873.1,648
Pseudomonas sp. SWI44,2083053,AVD87635.1,647
Pseudomonas sp. SWI6,2083051,AVD85404.1,647
Citrobacter freundii,546,AVD78342.1,644
Methylotenera sp.,2051956,PPD01114.1,638
Methylotenera sp.,2051956,PPC97342.1,638
Methylotenera sp.,2051956,PPC96833.1,638
Methylotenera sp.,2051956,PPC84538.1,638
Methylotenera sp.,2051956,PPC80998.1,638
Pseudomonas aeruginosa,287,PPB14575.1,648
Achromobacter spanius,217203,PPA72694.1,650
Achromobacter spanius,217203,PPA72691.1,655
Aeromonas jandaei,650,PPA31344.1,641
Marinobacterium lutimaris,568106,WP_104002752.1,637
Marinobacterium lutimaris,568106,WP_104001418.1,649
Aeromonas sp. ASNIH8,1920113,WP_103858280.1,641
Citrobacter freundii,546,WP_103769165.1,644
Superficieibacter electus,2022662,WP_103678648.1,651
Leclercia sp. LSNIH4,1920117,POW70037.1,648
Pseudomonas sp. XWY-1,2069256,AUZ56779.1,648
Aeromonas sp. ASNIH1,1636606,AUZ82044.1,641
Aeromonas sp. ASNIH4,1636609,AUZ74601.1,641
Aeromonas sp. ASNIH8,1920113,POV92401.1,641
Aeromonas sp. ASNIH6,1758188,POV87552.1,641
Citrobacter freundii complex sp. CFNIH12,2080752,POU48149.1,644
Aeromonas hydrophila,644,POU30124.1,641
Citrobacter freundii,546,POT27809.1,644
Campylobacter concisus,199,WP_103629242.1,649
Campylobacter concisus,199,WP_103599695.1,591
Campylobacter concisus,199,WP_103581700.1,649
Campylobacter concisus,199,WP_103567737.1,649
Cobetia sp. MM1IDA2H-1,1268241,POR05514.1,641
Superficieibacter electus,2022662,POP46579.1,651
Superficieibacter electus,2022662,POP40864.1,651
Pseudomonas sp. PONIH3,1636610,AUY34648.1,648
Leclercia sp. LSNIH3,1920116,AUY40612.1,648
Aeromonas sp. ASNIH2,1636607,AUY08445.1,641
Pseudomonas sp. MWU12-2115,2071713,WP_103486144.1,648
Aeromonas bestiarum,105751,WP_103472869.1,641
Pseudomonas putida,303,WP_103435402.1,648
Pseudomonas laurylsulfatovorans,1943631,WP_103398056.1,648
Pseudomonas,286,WP_103367799.1,648
Achromobacter sp. AONIH1,1758194,WP_103275280.1,656
unclassified Enterobacteriaceae (miscellaneous),36866,WP_103245379.1,648
Comamonas testosteroni,285,WP_034348180.1,661
Pseudomonas putida S12,1215087,AJA13378.1,648
Aeromonas hydrophila,644,KHN55066.1,641
Pseudomonas parafulva,157782,AIZ35075.1,648
Sulfurospirillum sp. MES,1565314,KHG33370.1,653
Vibrio vulnificus,672,KHF90347.1,637
Bordetella bronchiseptica,518,WP_033840729.1,658
Pseudomonas capeferrum,1495066,WP_033703535.1,648
Aeromonas salmonicida subsp. salmonicida,29491,KHF01153.1,641
Aeromonas salmonicida subsp. salmonicida,29491,KHE97851.1,641
Aeromonas hydrophila,644,KHE14192.1,641
Aeromonas hydrophila,644,KHA56008.1,641
Bordetella bronchiseptica,518,WP_033474035.1,658
Bordetella bronchiseptica,518,WP_033468494.1,658
Bordetella bronchiseptica,518,WP_033464327.1,658
Bordetella bronchiseptica,518,WP_033454861.1,658
Bordetella bronchiseptica,518,WP_033453903.1,658
Alcaligenes faecalis,511,KGP02839.1,646
Methylomonas sp. LW13,107637,WP_033155380.1,634
Aeromonas lacus,558884,WP_033113868.1,641
Alteromonadales,135622,WP_033103298.1,668
Leclercia adecarboxylata,83655,WP_032612917.1,648
Vibrio vulnificus,672,KGK71019.1,637
Pseudomonas plecoglossicida,70775,KGK28453.1,648
Vibrio navarrensis,29495,KGK21571.1,637
Vibrio navarrensis,29495,KGK19422.1,637
Vibrio navarrensis,29495,KGK14056.1,637
Vibrio navarrensis,29495,KGK11335.1,637
Pseudoalteromonas sp. ND6B,1535421,KGK01563.1,668
Pseudomonas sp. H2,658612,KGI90484.1,648
Comamonas testosteroni,285,KGH31587.1,661
Achromobacter xylosoxidans C54,562971,AIR50973.1,660
Achromobacter xylosoxidans C54,562971,AIR50969.1,654
Citrobacter werkmanii NBRC 105721,1114921,GAL45451.1,644
Halomonas salina,42565,KGE76773.1,638
Achromobacter sp. RTa,1532557,KGE01539.1,654
Achromobacter sp. RTa,1532557,KGE01535.1,658
Pseudomonas soli,1306993,AIN61378.1,648
Cobetia amphilecti,1055104,KGA01778.1,649
Sulfuricurvum sp. MLSB,1537917,KFN38496.1,653
Aeromonas bestiarum,105751,KFN18639.1,641
Vibrio vulnificus,672,AIL73568.1,637
Vibrio vulnificus,672,KFK68549.1,637
Vibrio vulnificus,672,KFK65483.1,637
Vibrio vulnificus,672,KFK60823.1,637
Vibrio vulnificus,672,KFK54344.1,637
Vibrio vulnificus,672,KFK51103.1,637
Bordetella bronchiseptica,518,KFJ71009.1,658
Comamonas testosteroni TK102,1392005,AIJ47818.1,661
Pararheinheimera texasensis,306205,WP_031564201.1,691
Pseudomonas alcaliphila,101564,WP_075746918.1,646
Vibrio panuliri,1381081,WP_075715494.1,638
Vibrio panuliri,1381081,WP_075705919.1,638
Vibrio ponticus,265668,WP_075647825.1,638
Pseudomonas sp. PA27(2017),1932112,OLU23938.1,643
Pseudomonas sp. PA1(2017),1932113,OLU15268.1,643
Pseudomonas reinekei,395598,OLU00186.1,648
Pseudomonas reinekei,395598,OLT99749.1,646
Rhodoferax antarcticus,81479,WP_075587887.1,642
Salinicola,404432,WP_075571278.1,639
Salinicola sp. MH3R3-1,1928762,WP_075563757.1,639
Pseudomonas alcaliphila JAB1,741155,APU29986.1,646
Vibrio ponticus,265668,OLQ95553.1,638
Vibrio panuliri,1381081,OLQ93280.1,638
Vibrio panuliri,1381081,OLQ89451.1,638
Moritella viscosa,80854,WP_075477746.1,643
Rhodoferax antarcticus ANT.BR,1111071,OLP04988.1,642
Salinicola sp. MH3R3-1,1928762,OLO06480.1,639
Salinicola socius,404433,OLO03139.1,639
Marinobacter sp. C18,1772288,WP_075194260.1,662
Alteromonas sp. W12,1772289,WP_075176123.1,644
Marinobacter sp. C18,1772288,OLF85577.1,662
Alteromonas sp. W12,1772289,OLF78716.1,644
Thauera chlorobenzoica,96773,WP_075148015.1,644
Thauera chlorobenzoica,96773,APR04551.1,644
Pseudomonas chlororaphis,587753,WP_075118494.1,646
Pseudomonas chlororaphis,587753,WP_075117160.1,648
Pseudomonas chlororaphis,587753,OLF56706.1,648
Pseudomonas chlororaphis,587753,OLF54812.1,646
Vibrio parahaemolyticus,670,OLF45453.1,637
Pseudomonas aeruginosa,287,OLF03274.1,650
Pseudomonas citronellolis,53408,WP_074979344.1,650
Pseudomonas citronellolis,53408,WP_074977311.1,649
Nitrosospira multiformis,1231,WP_074974524.1,706
Pseudomonas otitidis,319939,WP_074967935.1,645
Pseudomonas composti,658457,WP_074940722.1,655
Enterovibrio norvegicus,188144,WP_074925709.1,649
Pseudomonas toyotomiensis,554344,WP_074914395.1,648
Pseudomonas graminis,158627,WP_074892613.1,648
Pseudomonas argentinensis,289370,WP_074881034.1,643
Pseudomonas frederiksbergensis,104087,WP_074874429.1,646
Pseudomonas,286,WP_074872411.1,648
Pseudomonas hussainii,1429083,WP_074869954.1,648
Pseudomonas oleovorans,301,WP_074861313.1,648
Nitrosospira multiformis,1231,WP_074772607.1,703
Pseudomonas abietaniphila,89065,WP_074757088.1,653
Pseudomonas abietaniphila,89065,WP_074752509.1,647
Nitrosospira multiformis,1231,WP_074746176.1,702
Nitrosospira multiformis,1231,WP_074706800.1,703
Pseudomonas,286,WP_074689337.1,648
Pseudomonas yamanorum,515393,SDU20509.1,648
Pseudomonas mediterranea,183795,SDU08423.1,650
Pseudomonas moraviensis,321662,SDU71804.1,648
Pseudomonas synxantha,47883,SDU67518.1,650
Pseudomonas pohangensis,364197,SDU03483.1,650
Pseudomonas orientalis,76758,SDU21433.1,648
Pseudomonas granadensis,1421430,SDT65619.1,648
Pseudomonas umsongensis,198618,SDT74646.1,648
Pseudomonas prosekii,1148509,SDS87237.1,648
Pseudomonas chlororaphis,587753,SDR94259.1,648
Pseudomonas trivialis,200450,SDS16386.1,648
Pseudomonas sp. Z003-0.4C(8344-21),1855380,SDR80523.1,648
Pseudomonas oryzae,1392877,SDS52077.1,649
Pseudomonas chlororaphis,587753,SDT68367.1,648
Pseudomonas lini,163011,SDT61918.1,646
Pseudomonas lini,163011,SDS17663.1,648
Pseudomonas sp. bs2935,1761895,SDR68370.1,648
Pseudomonas chlororaphis,587753,SDT63362.1,648
Pseudomonas xinjiangensis,487184,SDS63041.1,649
Pseudomonas brassicacearum,930166,SDP97055.1,648
Pseudomonas reinekei,395598,SDP41505.1,646
Pseudomonas reinekei,395598,SDO98106.1,648
Pseudomonas poae,200451,SDO20050.1,648
Pseudomonas arsenicoxydans,702115,SDO32310.1,646
Pseudomonas arsenicoxydans,702115,SDN65667.1,648
Pseudomonas antarctica,219572,SDM70721.1,648
Pseudomonas libanensis,75588,SDL19433.1,650
Pseudomonas thivervalensis,86265,SDG32748.1,648
Pseudomonas extremaustralis,359110,SDF90538.1,648
Pseudomonas aeruginosa,287,OGX62645.1,650
Methylotenera sp. RIFCSPLOWO2_02_FULL_45_14,1801615,OGV78359.1,651
Gallionellales bacterium RIFCSPLOWO2_12_FULL_59_22,1798257,OGT12993.1,645
Desulfobacterales bacterium GWB2_56_26,1797913,OGR18377.1,651
Curvibacter sp. RIFCSPHIGHO2_12_FULL_63_18,1797748,OGP06942.1,641
Curvibacter sp. GWA2_64_110,1797747,OGP00120.1,638
Curvibacter sp. GWA2_63_95,1797746,OGO94656.1,641
Pseudomonas aeruginosa,287,AOX40965.1,650
Pseudomonas aeruginosa,287,AOX34363.1,650
Pseudomonas aeruginosa,287,AOX27990.1,650
Vibrio mimicus,674,WP_070383105.1,636
Burkholderiales bacterium RIFOXYC12_FULL_65_23,1797572,OGB71682.1,638
Burkholderiales bacterium RIFCSPLOWO2_12_FULL_61_40,1797566,OGB35011.1,641
Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36,1797562,OGB22117.1,641
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_65_24,1797489,OGA28948.1,650
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_63_19,1797486,OGA20004.1,648
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_66_14,1797490,OGA17863.1,653
Betaproteobacteria bacterium RBG_19FT_COMBO_58_11,1797480,OFZ97000.1,637
Betaproteobacteria bacterium RBG_16_58_11,1797476,OFZ70644.1,637
Betaproteobacteria bacterium RBG_16_58_11,1797476,OFZ69406.1,657
Vibrio mimicus,674,AOW84803.1,636
Massilia sp. CF038,1881045,WP_073216691.1,642
Vibrio gazogenes,687,WP_072954162.1,637
Marinomonas,28253,WP_072839954.1,649
Nitrosospira sp. Nsp11,1855338,WP_072767482.1,707
Arcobacter sp. LA11,1898176,WP_072682553.1,743
Marinobacter hydrocarbonoclasticus,2743,WP_072676226.1,659
Mariprofundus micogutta,1921010,WP_072659321.1,644
Pseudomonas sp. BTN1,1750647,OKO46089.1,648
Pseudomonas,286,WP_072453173.1,648
Pseudomonas,286,WP_072435770.1,648
Pseudomonas sp. NFACC19-2,1566191,WP_072424674.1,648
Pseudomonas sp. NFACC04-2,1566242,WP_072411610.1,648
Pseudomonas,286,WP_072398991.1,648
Pseudomonas,286,WP_072347288.1,648
Nitrosovibrio sp. Nv17,1855339,WP_072293543.1,625
Vibrio spartinae,1918945,SIO93403.1,637
Pseudomonas aeruginosa,287,OKO43535.1,650
Pseudomonas aeruginosa,287,OKO19932.1,650
Pseudomonas aeruginosa,287,OKO14163.1,650
Pseudomonas aeruginosa,287,OKO07239.1,650
Pseudomonas aeruginosa,287,OKN96865.1,650
Pseudomonas aeruginosa,287,OKN95506.1,650
Pseudomonas aeruginosa,287,OKN82678.1,650
Pseudomonas aeruginosa,287,OKN80613.1,650
Pseudomonas aeruginosa,287,OKN77892.1,650
Pseudoalteromonas sp. 13-15,1761891,SIN77235.1,668
Sulfurivirga caldicuralii,364032,SIO06133.1,646
Pseudomonas protegens,380021,OKK63485.1,648
Pseudomonas protegens,380021,OKK59957.1,648
Pseudomonas protegens,380021,OKK45273.1,648
Pseudomonas protegens,380021,OKK43160.1,648
Vibrio parahaemolyticus,670,OKA65973.1,637
Pseudomonas aeruginosa,287,APJ51922.1,650
Pseudomonas aeruginosa,287,APJ48014.1,650
Pseudomonas aeruginosa,287,APJ42395.1,650
Vibrio cholerae,666,OJZ79011.1,636
Gammaproteobacteria bacterium 39-13,1895767,OJV89011.1,650
Pseudomonas moraviensis,321662,OJT47796.1,650
Pseudomonas sp. FSL W5-0203,1920491,OJT21248.1,648
Marinobacter hydrocarbonoclasticus,2743,OJS99161.1,659
Moritella viscosa,80854,SHO09503.1,643
Moritella viscosa,80854,SHO14415.1,643
Moritella viscosa,80854,SHO26982.1,643
Moritella viscosa,80854,SHO09540.1,643
Moritella viscosa,80854,SHO22645.1,643
Moritella viscosa,80854,SHO16979.1,643
Moritella viscosa,80854,SHO10513.1,643
Halomonas aestuarii,1897729,WP_071941515.1,643
Rhizobacter sp. OV335,1500264,SHN40375.1,637
Massilia sp. CF038,1881045,SHH06647.1,642
Methylophaga thiooxydans,392484,WP_008291356.1,479
Methylophilales bacterium HTCC2181,383631,WP_008106915.1,443
Bradyrhizobium sp. WSM471,319017,WP_007612920.1,452
Bradyrhizobium sp. WSM1253,319003,WP_007601415.1,452
Methylophaga aminisulfidivorans,230105,WP_007146836.1,481
Hyphomicrobium denitrificans 1NES1,670307,AGK58036.1,453
Bradyrhizobium sp. YR681,1144344,EJN11085.1,452
Methylophaga nitratireducenticrescens,754476,AFI83721.1,445
Methylophaga frappieri,754477,AFJ02542.1,444
Bradyrhizobium sp. WSM1253,319003,EIG61997.1,452
Rubrivivax gelatinosus IL144,983917,BAL97386.1,465
Bradyrhizobium sp. WSM471,319017,EHR04786.1,452
Methylorubrum extorquens DSM 13060,882800,EHP89752.1,509
Bradyrhizobium sp. STM 3809,551936,CCD99062.1,459
Hyphomicrobium sp. MC1,717785,CCB65833.1,453
Methylophaga aminisulfidivorans MP,1026882,EGL53586.1,481
Oxalobacteraceae bacterium IMCC9480,937450,EGF30992.1,463
Hyphomicrobium denitrificans ATCC 51888,582899,ADJ23189.1,454
Methylotenera versatilis 301,666681,ADI29271.1,453
Starkeya novella DSM 506,639283,ADH91455.1,475
Methylorubrum extorquens AM1,272630,CAX27096.1,495
Methylotenera mobilis JLW8,583345,ACT47974.1,451
Methylorubrum extorquens AM1,272630,ACS42505.1,495
Variovorax paradoxus S110,543728,ACS19678.1,459
Methylophaga thiooxydans DMS010,637616,EEF79270.1,479
Methylorubrum extorquens CM4,440085,ACK85681.1,509
Methylocella silvestris BL2,395965,ACK52712.1,496
Methylocella silvestris BL2,395965,ACK49457.1,473
Methylorubrum populi BJ001,441620,ACB83062.1,506
Methylorubrum extorquens PA1,419610,ABY32820.1,509
Bradyrhizobium sp. ORS 278,114615,CAL79134.1,454
Methylophilales bacterium HTCC2181,383631,EAV47045.1,443
Rhodopseudomonas palustris BisA53,316055,ABJ07077.1,490
Rhodopseudomonas palustris BisA53,316055,ABJ06756.1,464
Pseudomonas chlororaphis,587753,WP_114759775.1,646
Pseudomonas chlororaphis,587753,SUD23521.1,646
Kluyvera ascorbata,51288,STX00896.1,657
Shewanella putrefaciens,24,SUI81282.1,639
Enterobacteriaceae bacterium w17,2282309,WP_114386023.1,648
Enterobacteriaceae bacterium w6,2282310,WP_114314340.1,648
Enterobacteriaceae bacterium w17,2282309,AXF63832.1,648
Enterobacteriaceae bacterium w6,2282310,AXF58298.1,648
Kluyvera cryocrescens,580,WP_112204599.1,646
Kluyvera cryocrescens,580,SQC34998.1,646
Shewanella oneidensis,70863,PZP28794.1,639
Pseudomonas chlororaphis,587753,PYC42456.1,646
Alteromonas sp. I10,1938740,WP_110287811.1,646
Pseudomonas sp. RW409,2202895,WP_110177049.1,646
Pseudomonas sp. LAMO17WK12:I9,1286370,PXX75423.1,646
Alteromonas sp. I10,1938740,PXW76934.1,646
Vibrio cholerae,666,CSD91056.1,636
Vibrio cholerae,666,CRZ83776.1,636
Vibrio cholerae,666,CRZ79811.1,636
Vibrio cholerae,666,CRZ72992.1,636
Vibrio cholerae,666,CRZ67835.1,636
Vibrio cholerae,666,CSC15429.1,636
Vibrio cholerae,666,CSB96030.1,636
Vibrio cholerae,666,CSC25903.1,636
Vibrio cholerae,666,CSB93040.1,636
Vibrio cholerae,666,CSD15074.1,636
Vibrio cholerae,666,CRZ87735.1,636
Vibrio cholerae,666,CSD23620.1,636
Vibrio cholerae,666,CSC02160.1,636
Vibrio cholerae,666,CSC52776.1,636
Vibrio cholerae,666,CSD18250.1,636
Vibrio cholerae,666,CSD18089.1,636
Vibrio cholerae,666,CSB58397.1,636
Vibrio cholerae,666,CSD30008.1,636
Vibrio cholerae,666,CSD29166.1,636
Vibrio cholerae,666,CSC49786.1,636
Vibrio cholerae,666,CSB95313.1,636
Vibrio cholerae,666,CRZ45203.1,636
Vibrio cholerae,666,CSD80607.1,636
Vibrio cholerae,666,CRZ77693.1,636
Vibrio cholerae,666,CRZ88256.1,636
Vibrio cholerae,666,CRZ69618.1,636
Vibrio cholerae,666,CSD22956.1,636
Vibrio cholerae,666,CSB88697.1,636
Vibrio cholerae,666,CSA64316.1,636
Vibrio cholerae,666,CRZ95265.1,636
Vibrio cholerae,666,CSC67624.1,636
Vibrio cholerae,666,CSD23434.1,636
Vibrio cholerae,666,CSD84929.1,636
Vibrio cholerae,666,CSD13545.1,636
Vibrio cholerae,666,CSD43530.1,636
Vibrio cholerae,666,CRZ76884.1,636
Vibrio cholerae,666,CRZ74156.1,636
Vibrio cholerae,666,CSD92124.1,636
Vibrio cholerae,666,CRZ57674.1,636
Vibrio cholerae,666,CSD18643.1,636
Vibrio cholerae,666,CRZ73640.1,636
Vibrio cholerae,666,CSB46909.1,636
Vibrio cholerae,666,CSD14694.1,636
Vibrio cholerae,666,CSD25293.1,636
Vibrio cholerae,666,CSA62058.1,636
Vibrio cholerae,666,CSD58362.1,636
Vibrio cholerae,666,CSD72412.1,636
Vibrio cholerae,666,CSB79118.1,636
Vibrio cholerae,666,CSD28992.1,636
Vibrio cholerae,666,CRZ75131.1,636
Vibrio rotiferianus,190895,WP_010453723.1,637
Vibrio,662,WP_010432174.1,636
Pseudomonas donghuensis,1163398,WP_010220449.1,648
Vibrio,662,WP_009846011.1,636
Vibrio sp. AND4,314289,WP_009842159.1,637
Pseudoalteromonas tunicata,314281,WP_009839668.1,686
Marinomonas sp. MED121,314277,WP_009831801.1,633
Pseudomonas sp. M1,95619,WP_009622278.1,650
Pseudomonas sp. M1,95619,WP_009620463.1,649
gamma proteobacterium IMCC3088,876044,WP_009576763.1,669
Burkholderiales bacterium JOSHI_001,864051,WP_009550212.1,639
Vibrio,662,WP_009385972.1,636
Halomonas titanicae,664683,WP_009287952.1,633
Sulfuricella denitrificans,649841,WP_009206788.1,649
Halomonas sp. GFAJ-1,1118153,WP_009098732.1,638
Pseudomonas,286,WP_009046322.1,648
Pseudomonas chlororaphis,587753,WP_009041569.1,648
gamma proteobacterium NOR5-3,566466,WP_009023296.1,638
Photobacterium leiognathi,553611,WP_008989020.1,642
Gallaecimonas xiamenensis,1207039,WP_008485772.1,635
Paraglaciecola agarilytica,395568,WP_008304617.1,651
Congregibacter litoralis,393662,WP_008294435.1,637
Vibrionales bacterium SWAT-3,391574,WP_008217982.1,636
Marinobacter manganoxydans,1150997,WP_008170943.1,666
Marinobacter manganoxydans,1150997,WP_008170917.1,637
Pseudomonas sp. GM41(2012),1144708,WP_008154508.1,648
Pseudomonas sp. GM80,1144339,WP_008087035.1,648
Pseudomonas sp. GM79,1144338,WP_008076524.1,648
Pseudomonas sp. GM79,1144338,WP_008074932.1,646
Vibrio sinaloensis,379097,WP_008074446.1,636
Pseudomonas sp. GM78,1144337,WP_008064079.1,648
Pseudomonas sp. GM78,1144337,WP_008055549.1,646
Pseudomonas sp. GM67,1144335,WP_008039603.1,648
Pseudomonas sp. GM60,1144334,WP_008024489.1,647
Pseudomonas sp. GM55,1144333,WP_008023668.1,646
Pseudomonas sp. GM50,1144332,WP_008010971.1,646
Pseudomonas sp. GM50,1144332,WP_008005695.1,648
Pseudomonas sp. GM49,1144331,WP_008002787.1,656
Paraglaciecola chathamensis,368405,WP_007991934.1,651
Pseudomonas sp. GM48,1144330,WP_007984172.1,646
Pseudomonas sp. GM33,1144329,WP_007975272.1,646
Pseudomonas sp. GM25,1144327,WP_007960235.1,648
Pseudomonas sp. GM21,1144325,WP_007948788.1,648
Pseudomonas sp. GM18,1144324,WP_007941187.1,648
Pseudomonas sp. GM18,1144324,WP_007938489.1,646
Pseudomonas sp. GM17,1144323,WP_007927323.1,648
Pseudomonas,286,WP_007918985.1,648
Pseudomonas sp. GM102,1144321,WP_007899009.1,646
Pseudomonas sp. GM102,1144321,WP_007896113.1,648
Cellvibrio sp. BR,1134474,WP_007642505.1,650
Alteromonas sp. Mex14,1917157,APD85421.1,644
Citrobacter freundii complex,1344959,WP_071696679.1,644
Citrobacter freundii,546,WP_071687151.1,644
Citrobacter freundii,546,OIZ44802.1,644
Citrobacter freundii,546,OIY27812.1,644
Citrobacter portucalensis,1639133,OIY06410.1,644
Zetaproteobacteria bacterium CG1_02_49_23,1805426,OIO72646.1,641
Helicobacteraceae bacterium CG1_02_36_14,1805214,OIO15898.1,641
Citrobacter freundii,546,WP_071446380.1,644
Citrobacter portucalensis,1639133,OIK40221.1,644
Kosakonia sp. S29,1855371,SFE90988.1,647
Kosakonia oryzae,497725,SFB78247.1,638
Pseudomonas sp. ok602,1761898,SFN43966.1,649
Pseudoalteromonas sp. DSM 26666,1761892,SFT48542.1,668
Marinobacter daqiaonensis,650891,SFR60491.1,665
Kushneria avicenniae,402385,SFC66235.1,641
Pseudomonas yangmingensis,1720063,SFM59593.1,645
Enterobacterales,91347,WP_071196166.1,648
Aeromonas sobria,646,OHY93110.1,641
Pseudomonas sp. NFACC02,1566250,SER59717.1,649
Achromobacter sp. NFACC18-2,1564112,SEK07428.1,629
